cvegeo,cve_agee,cve_agem,nom_agem,cve_cab,pob,pob_fem,pob_mas,viv,nom_cab,pobreza,median_ntl,mean_ntl,max_ntl,min_ntl,median_sum_ntl,log_median_ntl,log_mean_ntl,z_median_ntl,scale_median_ntl,log_max,log_min,log_sum
20178,"20","178",San Juan Bautista Guelache,"0001","6692","3525","3167","1787",,,766.5,769.232142857143,831.5,766.5,1455,6.64183469831187,6.64539280022734,764.741976473392,0.399481427722405,6.72323129863298,6.64183469831187,7.28276117960559
20137,"20","137",San Francisco Cahuacuá,"0001","3450","1753","1697","903",,,767,767.03537563822,772,767,815.5,6.64248680136726,6.6425329223874,765.241976473392,0.400888802121838,6.64898455002478,6.64248680136726,6.70380142206107
20159,"20","159",San Jerónimo Coatlán,"0001","5537","2836","2701","1264",,,767.5,767.526260133944,774,767.5,842,6.64313847946135,6.64317269403426,765.741976473392,0.402296176521271,6.65157187358973,6.64313847946135,6.73578001424233
20163,"20","163",San Jerónimo Tecóatl,"0001","1577","845","732","455",,,770.5,770.454545454545,787,768,984,6.64703965476017,6.64698065945028,768.741976473392,0.410740422917869,6.6682282484174,6.64378973314767,6.89162589705225
20164,"20","164",San Jorge Nuchita,"0001","2881","1540","1341","777",,,768.5,769.232472324723,785.5,768.5,967,6.64444056297865,6.64539322853433,766.741976473392,0.405110925320137,6.66632045769568,6.64444056297865,6.87419849545329
20166,"20","166",San José Chiltepec,"0001","11310","5849","5461","3100",,,769,770.089757127772,795,769,1801,6.64509096950564,6.64650707575265,767.241976473392,0.40651829971957,6.67834211465433,6.64509096950564,7.49609734517596
20139,"20","139",San Francisco Chapulapa,"0001","2195","1134","1061","575",,,769.5,769.53488372093,772.5,769.5,780,6.64574095327893,6.6457862852221,767.741976473392,0.407925674119003,6.6496320087719,6.64574095327893,6.65929391968364
20142,"20","142",San Francisco Huehuetlán,"0001","842","464","378","284",,,770,771.215277777778,777,770,857.5,6.64639051484773,6.64796755349661,768.241976473392,0.409333048518436,6.65544035036765,6.64639051484773,6.75402117904009
20221,"20","221",San Juan Teposcolula,"0001","1494","771","723","431",,,770.5,770.622969837587,779.5,770.5,823.5,6.64703965476017,6.64719923947892,768.741976473392,0.410740422917869,6.65865268849783,6.64703965476017,6.7135635496177
20145,"20","145",San Francisco Lachigoló,"0001","5215","2713","2502","1495",,,783,783.581818181818,805,774,1463,6.6631326959908,6.66387548286834,781.241976473392,0.445924782903694,6.69084227741856,6.65157187358973,7.28824440102012
20140,"20","140",San Francisco Chindúa,"0001","812","415","397","243",,,771.5,772.344036697248,779,771.5,863.5,6.64833667180322,6.64943009414547,769.741976473392,0.413555171716735,6.65801104587075,6.64833667180322,6.76099389758673
20222,"20","222",San Juan Yaeé,"0001","1426","739","687","459",,,772,772.217741935484,776.5,772,812.5,6.64898455002478,6.64926655939562,770.241976473392,0.414962546116168,6.65479664258874,6.64898455002478,6.70011591420389
20146,"20","146",San Francisco Logueche,"0001","2803","1479","1324","668",,,772.5,772.798507462687,782,772.5,832.5,6.6496320087719,6.65001835155934,770.741976473392,0.416369920515601,6.66185474054531,6.6496320087719,6.7244332218546
20147,"20","147",San Francisco Nuxaño,"0001","376","183","193","121",,,773,773.318181818182,778,773,808,6.65027904858742,6.65069058332382,771.241976473392,0.417777294915034,6.65672652417839,6.65027904858742,6.69456205852109
20148,"20","148",San Francisco Ozolotepec,"0001","2182","1142","1040","502",,,773.5,773.522916666667,776.5,773.5,779,6.65092567001312,6.65095529680975,771.741976473392,0.419184669314467,6.65479664258874,6.65092567001312,6.65801104587075
20151,"20","151",San Francisco Teopan,"0001","312","151","161","101",,,774,774.062796208531,780.5,774,800.5,6.65157187358973,6.65165300235107,772.241976473392,0.4205920437139,6.65993473995549,6.65157187358973,6.68523653243677
20180,"20","180",San Juan Bautista Lo de Soto,"0001","2344","1167","1177","751",,,774.5,775.185714285714,802,774.5,1014.5,6.65221765985692,6.65310263198275,772.741976473392,0.421999418113333,6.68710860786651,6.65221765985692,6.92215115926587
20270,"20","270",San Miguel Huautla,"0001","1311","696","615","390",,,775,775.084639498433,780.5,775,802,6.65286302935335,6.65297223564616,773.241976473392,0.423406792512766,6.65993473995549,6.65286302935335,6.68710860786651
20157,"20","157",San Jacinto Amilpas,"0001","16827","8838","7989","4787",,25,880,879.409090909091,905,845.5,3061.5,6.77992190747225,6.77925019432017,878.241976473392,0.718955416393692,6.80793494369993,6.73992816833864,8.02666027091801
20160,"20","160",San Jerónimo Silacayoapilla,"0001","1429","730","699","451",,,776,776.598958333333,793,776,948.5,6.65415252018322,6.65492407597982,774.241976473392,0.426221541311632,6.67582322163485,6.65415252018322,6.85488178937507
20224,"20","224",San Juan Yucuita,"0001","643","338","305","192",,,776.5,776.884955752212,785,776.5,820,6.65479664258874,6.65529227731041,774.741976473392,0.427628915711065,6.66568371778241,6.65479664258874,6.7093043402583
20243,"20","243",San Martín Tilcajete,"0001","1975","1053","922","476",,,777,778.516666666667,792.5,777,959,6.65544035036765,6.65739039973682,775.241976473392,0.429036290110498,6.67519250575144,6.65544035036765,6.86589107488344
20158,"20","158",San Jacinto Tlacotepec,"0001","2233","1158","1075","598",,,777.5,777.698697068404,787.5,777.5,838.5,6.65608364405339,6.65633917033419,775.741976473392,0.430443664509931,6.66886337069979,6.65608364405339,6.73161458126326
20162,"20","162",San Jerónimo Taviche,"0001","2046","1059","987","491",,,778,778.309116809117,793,778,886.5,6.65672652417839,6.65712376764351,776.241976473392,0.431851038909364,6.67582322163485,6.65672652417839,6.78728112551426
20269,"20","269",San Miguel el Grande,"0001","4313","2305","2008","1320",,,778.5,779.294117647059,800.5,778.5,1183.5,6.65736899127405,6.65838853256883,776.741976473392,0.433258413308797,6.68523653243677,6.65736899127405,7.07623142895404
20171,"20","171",San José Tenango,"0001","18102","9536","8566","4847",,64,779,779.258077226162,789,779,1106.5,6.65801104587075,6.6583422839786,777.241976473392,0.43466578770823,6.67076632084587,6.65801104587075,7.0089571594911
20200,"20","200",San Juan Juquila Mixes,"0001","3703","1939","1764","1076",,76,779.5,779.582792207792,794,779.5,907,6.65865268849783,6.65875889479846,777.741976473392,0.436073162107663,6.67708346124714,6.65865268849783,6.81014245011514
20208,"20","208",San Juan Mixtepec,"0001","6941","3632","3309","2340",,,780,780.322178105502,806.5,780,1348,6.65929391968364,6.65970688325565,778.241976473392,0.437480536507096,6.69270389756526,6.65929391968364,7.20637729147225
20226,"20","226",San Lorenzo Albarradas,"0001","2971","1466","1505","845",,,780.5,780.777272727273,796,780.5,963.5,6.65993473995549,6.66028992700013,778.741976473392,0.438887910906529,6.67959918584438,6.65993473995549,6.87057248785442
20234,"20","234",San Lucas Zoquiápam,"0001","7163","3720","3443","1965",,60,783.5,783.022012578616,793.5,781,1424,6.66377106179608,6.66316080872286,781.741976473392,0.447332157303127,6.67645353996646,6.66057514983969,7.26122509197192
20240,"20","240",San Martín Itunyoso,"0001","2749","1498","1251","612",,,781.5,782.100323624595,807.5,781.5,967,6.66121514986153,6.66198302339676,779.741976473392,0.441702659705395,6.69394305509681,6.66121514986153,6.87419849545329
20244,"20","244",San Martín Toxpalan,"0001","3934","2043","1891","1051",,,782,782.855769230769,798,782,1049,6.66185474054531,6.66294847625298,780.241976473392,0.443110034104828,6.68210859744981,6.66185474054531,6.9555926083963
20263,"20","263",San Miguel Coatlán,"0001","3184","1725","1459","864",,,782.5,782.588087248322,795.5,782.5,835,6.66249392241431,6.66260648764196,780.741976473392,0.444517408504261,6.67897084777784,6.66249392241431,6.72743172485086
20267,"20","267",San Miguel del Río,"0001","245","123","122","76",,,783,783.375,788,783,802.5,6.6631326959908,6.66361150854484,781.241976473392,0.445924782903694,6.66949808985788,6.6631326959908,6.68773185500417
20247,"20","247",Capulálpam de Méndez,"0001","1619","896","723","420",,,783.5,784.402173913043,811,783.5,949.5,6.66377106179608,6.66492186575262,781.741976473392,0.447332157303127,6.69826805411541,6.66377106179608,6.85593553025234
20252,"20","252",San Mateo Peñasco,"0001","2384","1264","1120","616",,,784,784.317343173432,794.5,784,870,6.66440902035041,6.66481371290724,782.241976473392,0.44873953170256,6.67771298597677,6.66440902035041,6.76849321164863
20257,"20","257",San Melchor Betaza,"0001","1052","548","504","330",,,784.5,784.777108433735,790.5,784.5,830.5,6.66504657217309,6.66539973916332,782.741976473392,0.450146906101993,6.67266565664953,6.66504657217309,6.72202792905335
20268,"20","268",San Miguel Ejutla,"0001","1149","613","536","307",,,785,786.820754716981,800,785,881.5,6.66568371778241,6.66800046481084,783.241976473392,0.451554280501426,6.68461172766793,6.66568371778241,6.78162500183792
20274,"20","274",San Miguel Piedras,"0001","1328","692","636","352",,,785.5,785.528301886792,789,785.5,794.5,6.66632045769568,6.66635648745626,783.741976473392,0.452961654900859,6.67076632084587,6.66632045769568,6.67771298597677
20280,"20","280",Villa Talea de Castro,"0001","2011","1066","945","709",,,786,786.240924092409,796.5,786,859,6.66695679242921,6.66726326466333,784.241976473392,0.454369029300291,6.6802271293501,6.66695679242921,6.75576892198425
20282,"20","282",San Miguel Tenango,"0001","653","319","334","226",,,786.5,786.528471528472,792.5,786.5,815,6.66759272249833,6.66762892213361,784.741976473392,0.455776403699724,6.67519250575144,6.66759272249833,6.70318811324086
20283,"20","283",San Miguel Tequixtepec,"0001","1044","548","496","318",,,787,787.18984962406,807.5,787,938.5,6.6682282484174,6.66846945137653,785.241976473392,0.457183778099157,6.69394305509681,6.6682282484174,6.84428285602656
20285,"20","285",San Miguel Tlacamama,"0001","3668","1882","1786","1020",,,787.5,787.998046875,813.5,787.5,1042.5,6.66886337069979,6.66949561126978,785.741976473392,0.45859115249859,6.70134592665909,6.66886337069979,6.94937695367296
20289,"20","289",San Nicolás,"0001","1214","634","580","374",,,788,788.371527777778,793,788,841.5,6.66949808985788,6.66996946069668,786.241976473392,0.459998526898023,6.67582322163485,6.66949808985788,6.73518601363086
20290,"20","290",San Nicolás Hidalgo,"0001","1043","544","499","269",,,788.5,789.790909090909,800.5,788.5,859.5,6.67013240640309,6.67176823839242,786.741976473392,0.461405901297456,6.68523653243677,6.67013240640309,6.7563508248229
20292,"20","292",San Pablo Cuatro Venados,"0001","1510","792","718","346",,,789,789.061111111111,792.5,789,811,6.67076632084587,6.67084377172621,787.241976473392,0.462813275696889,6.67519250575144,6.67076632084587,6.69826805411541
20294,"20","294",San Pablo Huitzo,"0001","7035","3717","3318","1903",,,789.5,791.440881763527,824.5,789.5,1758,6.6713998336957,6.6738551851399,787.741976473392,0.464220650096322,6.71477714199965,6.6713998336957,7.47193207824512
20296,"20","296",San Pablo Macuiltianguis,"0001","955","477","478","307",,,790,790.069577080491,800,790,841,6.67203294546107,6.67212101383672,788.241976473392,0.465628024495755,6.68461172766793,6.67203294546107,6.73459165997295
20403,"20","403",Santa María Coyotepec,"0001","3751","1983","1768","1079",,16,806,814.742424242424,867.5,795,1590.5,6.69208374250663,6.70287201941415,804.241976473392,0.510664005277611,6.76561551182101,6.67834211465433,7.3718037111892
21072,"21","072",Huehuetla,"0001","17082","8709","8373","3923",,,794,794.544491525424,811.5,791,1627.5,6.67708346124714,6.67776898381154,792.241976473392,0.476887019691219,6.69888438695465,6.67329796776765,7.39480037408272
21073,"21","073",Huehuetlán el Chico,"0001","9760","4968","4792","2564",,,791.5,792.347569955817,842,791.5,1367,6.67392987932107,6.67500014650182,789.741976473392,0.469850147694054,6.73578001424233,6.67392987932107,7.22037383672395
21041,"21","041",Cuautlancingo,"0001","137435","70485","66950","41184",,137,898,925.351063829787,1248,811,25862,6.8001700683022,6.83017319397435,896.241976473392,0.769620894773279,7.12929754892937,6.69826805411541,10.1605299888558
21155,"21","155",Tecomatlán,"0001","6830","3414","3416","1878",,,792.5,793.691983122363,846,792.5,1640,6.67519250575144,6.67669545540623,790.741976473392,0.47266489649292,6.74051935960622,6.67519250575144,7.40245152081824
21164,"21","164",Tepeaca,"0001","84270","43761","40509","18578",,61,798,803.694078947368,909.5,793,12171.5,6.68210859744981,6.68921869794924,796.241976473392,0.488146014886683,6.81289499795818,6.67582322163485,9.40685243228947
21093,"21","093",Lafragua,"0001","7650","3941","3709","1945",,,793.5,794.147450110865,818.5,793.5,1377.5,6.67645353996646,6.67726914943532,791.741976473392,0.475479645291786,6.70747339681119,6.67645353996646,7.22802554102707
21081,"21","081",Ixcamilpa de Guerrero,"0001","4065","2117","1948","1101",,,794,794.124671052632,805.5,794,983.5,6.67708346124714,6.67724046536043,792.241976473392,0.476887019691219,6.69146320261703,6.67708346124714,6.89111763782911
21027,"21","027",Caltepec,"0001","4128","2205","1923","1245",,,794.5,794.579381443299,808,794.5,948.5,6.67771298597677,6.67781289469661,792.741976473392,0.478294394090652,6.69456205852109,6.67771298597677,6.85488178937507
21003,"21","003",Acatlán,"0001","37955","20119","17836","10163",,,795,796.95981993998,957.5,795,6672.5,6.67834211465433,6.68080426339138,793.241976473392,0.479701768490085,6.8643257210548,6.67834211465433,8.80574988127868
21007,"21","007",Ahuatlán,"0001","3162","1605","1557","789",,,795.5,795.747001090513,810.5,795.5,1022,6.67897084777784,6.67928129749725,793.741976473392,0.481109142889518,6.69765134117573,6.67897084777784,6.92951677076365
21162,"21","162",Tepango de Rodríguez,"0001","4155","2236","1919","1046",,,796,799.507142857143,842,796,1287,6.67959918584438,6.68399546638938,794.241976473392,0.482516517288951,6.73578001424233,6.67959918584438,7.16006920759613
21053,"21","053",Chignahuapan,"0001","66464","34302","32162","17157",,70,796.5,798.751856763926,929,796.5,9286,6.6802271293501,6.68305033027612,794.741976473392,0.483923891688384,6.83410873881384,6.6802271293501,9.13626316857987
21088,"21","088",Jonotla,"0001","4457","2285","2172","1292",,,799.5,799.241935483871,810.5,797,1144.5,6.68398653227401,6.68366369778441,797.741976473392,0.492368138084982,6.69765134117573,6.68085467879022,7.04272313939262
21086,"21","086",Jalpan,"0001","12050","6333","5717","3323",,,797.5,799,821,797.5,2341,6.681481834659,6.68336094576627,795.741976473392,0.48673864048725,6.71052310945243,6.681481834659,7.75833346749091
21120,"21","120",San Antonio Cañada,"0001","5938","3147","2791","1381",,,798,799.437817258883,816.5,798,1364.5,6.68210859744981,6.68390875221217,796.241976473392,0.488146014886683,6.70502691241052,6.68210859744981,7.21854334014839
21201,"21","201",Xochiltepec,"0001","3375","1807","1568","872",,,798.5,800.2096069869,841.5,798.5,1190,6.68273496765507,6.68487370208326,796.741976473392,0.489553389286116,6.73518601363086,6.68273496765507,7.08170858610557
21077,"21","077",Hueytlalpan,"0001","5951","3027","2924","1439",,,799,800.289719626168,817,799,1075,6.68336094576627,6.68497381164032,797.241976473392,0.490960763685549,6.70563909486,6.68336094576627,6.98007594056176
21177,"21","177",Tlacotepec de Benito Juárez,"0001","54757","29003","25754","13123",,,799.5,802.604431991849,875.5,799.5,6893.5,6.68398653227401,6.68786197986074,797.741976473392,0.492368138084982,6.77479515172591,6.68398653227401,8.83833421761168
21217,"21","217",Zoquitlán,"0001","20335","10630","9705","4724",,,800,801.381886792453,832.5,800,2631,6.68461172766793,6.68633759599061,798.241976473392,0.493775512484415,6.7244332218546,6.68461172766793,7.87511928104029
21113,"21","113",Piaxtla,"0001","4627","2365","2262","1414",,,800.5,801.075022872827,838,800.5,1429,6.68523653243677,6.68595460419653,798.741976473392,0.495182886883848,6.73101810048208,6.68523653243677,7.26473017792987
21206,"21","206",Zacapala,"0001","4647","2442","2205","1303",,77,801,801.571723000824,837,801,1494.5,6.68586094706836,6.68657445401082,799.241976473392,0.496590261283281,6.72982407048948,6.68586094706836,7.30954698172399
21211,"21","211",Zaragoza,"0001","16752","8998","7754","4418",,,804.75,810.081168831169,887,801.5,2123,6.69053167017892,6.6971344510795,802.991976473392,0.507145569279028,6.78784498230958,6.68648497204961,7.66058546170326
